Streetname,Street Range (FROM - TO),Postcode,Area
Ανδρέα Έλληνα,,4106,'Αγιος Αθανάσιος
Ανδρέα Ζαΐμη,,3107,Λεμεσός
Ανδρέα Ζαΐμη,,4188,Ύψωνας
Ανδρέα Ζάκου,,3095,Λεμεσός
Ανδρέα Ζάκου,,4000,Μέσα Γειτονιά
Ανδρέα Ζάκου,,4044,Γερμασόγεια
Ανδρέα Ζάκου,,4108,'Αγιος Αθανάσιος
Ανδρέα Ζάκου,,4189,Ύψωνας
Ανδρέα Ζάππα,,3096,Λεμεσός
Ανδρέα Ζάππα,,4040,Γερμασόγεια
Ανδρέα Θεμιστοκλέους,,3041,Λεμεσός
Ανδρέα Θεοδώρου,,4100,'Αγιος Αθανάσιος
Ανδρέα Ιορδάνους,,3047,Λεμεσός
Ανδρέα Ιωάννου,,4194,Ύψωνας
Ανδρέα και 'Αννας Πουπούτση,,4103,'Αγιος Αθανάσιος
Ανδρέα Κάλβου,,3085,Λεμεσός
Ανδρέα Κάλβου,,4043,Γερμασόγεια
Ανδρέα Κάλβου,,4107,'Αγιος Αθανάσιος
Ανδρέα Κάλβου,,4155,Κάτω Πολεμίδια
Ανδρέα Κάλβου,,4194,Ύψωνας
Ανδρέα Καρυόλου,,4102,'Αγιος Αθανάσιος
Ανδρέα Καρκαβίτσα,,3091,Λεμεσός
Ανδρέα Καρκαβίτσα,,4044,Γερμασόγεια
Ανδρέα Καρκαβίτσα,,4190,Ύψωνας
Ανδρέα Κάρυου,,3051,Λεμεσός
Ανδρέα Κάρυου,,4193,Ύψωνας
Ανδρέα Κέστα,,3115,Λεμεσός
Ανδρέα Κέστα,,4106,'Αγιος Αθανάσιος
Ανδρέα Λασκαράτου,,3031,Λεμεσός
Ανδρέα Λιβάρδου,,3020,Λεμεσός
Ανδρέα Λόντου,,4157,Κάτω Πολεμίδια
Ανδρέα Μακαρίου,,4102,'Αγιος Αθανάσιος
Ανδρέα Μάντολε,,4105,'Αγιος Αθανάσιος
Ανδρέα Μαππούρα,,4106,'Αγιος Αθανάσιος
Ανδρέα Μαρκίδη,,4102,'Αγιος Αθανάσιος
Ανδρέα Μάρκου,,4108,'Αγιος Αθανάσιος
Ανδρέα Μιαούλη,,3032,Λεμεσός
Ανδρέα Μιαούλη,,4006,Μέσα Γειτονιά
Ανδρέα Μιαούλη,,4184,Ύψωνας
Ανδρέα Μιχαηλίδη,,4103,'Αγιος Αθανάσιος
Ανδρέα Μουζάκη,,3047,Λεμεσός
Ανδρέα Μούστρα,,4107,'Αγιος Αθανάσιος
Ανδρέα Ονησιφόρου,"1 - 23, 2 - 20",3050,Λεμεσός
Ανδρέα Ονησιφόρου,22 - τ. 25 - τ.,3048,Λεμεσός
Ανδρέα Παβία,,4157,Κάτω Πολεμίδια
Ανδρέα Παναγίδη,,3031,Λεμεσός
Ανδρέα Παναγίδη,,4003,Μέσα Γειτονιά
Ανδρέα Παπαδοπούλου,,4108,'Αγιος Αθανάσιος
Ανδρέα Παπανδρέου,,3115,Λεμεσός
Ανδρέα Παπανδρέου,,4108,'Αγιος Αθανάσιος
Ανδρέα Παρασκευά,,3115,Λεμεσός
Ανδρέα Πατσαλίδη,,3116,Λεμεσός
Ανδρέα Παφίτη,,4108,'Αγιος Αθανάσιος
Ανδρέα Πιπίνου,,3083,Λεμεσός
Ανδρέα Πιπίνου,,4002,Μέσα Γειτονιά
Ανδρέα Πιπίνου,,4104,'Αγιος Αθανάσιος
Ανδρέα Ρίτσου,,4150,Κάτω Πολεμίδια
Ανδρέα Σουρουκλή,,3111,Λεμεσός
Ανδρέα Συγγρού,,4040,Γερμασόγεια
Ανδρέα Συγγρού,,4185,Ύψωνας
Ανδρέα Τελώνη,,3120,Λεμεσός
Ανδρέα Τσιάρτα,,3105,Λεμεσός
Ανδρέα Τσιάρτα,,4193,Ύψωνας
Ανδρέα Χριστοφίδη,,3106,Λεμεσός
Ανδρέα Χριστοφίδη,,4006,Μέσα Γειτονιά
Ανδρόγεω,,4150,Κάτω Πολεμίδια
Ανδροκλέους,,4007,Μέσα Γειτονιά
Ανδρομάχης,,3087,Λεμεσός
Ανδρομάχης,,4045,Γερμασόγεια
Ανδρομέδας,,3117,Λεμεσός
Ανδροτίωνος,,4158,Κάτω Πολεμίδια
Άνδρου,,3113,Λεμεσός
Άνδρου,,4043,Γερμασόγεια
Ανεμώνας,,3110,Λεμεσός
Ανεμώνας,,4007,Μέσα Γειτονιά
Ανεμώνας,,4102,'Αγιος Αθανάσιος
Ανεμώνας,,4130,Πάνω Πολεμίδια
Ανεξαρτησίας,"1 - 55, 2 - 32",3036,Λεμεσός
Ανεξαρτησίας,34 - τ. 57 - τ.,3040,Λεμεσός
Ανεξαρτησίας,,4193,Ύψωνας
Ανθέμιδος,,4007,Μέσα Γειτονιά
Ανθεμίου,,3115,Λεμεσός
Ανθεμίου,,4159,Κάτω Πολεμίδια
Ανθεστηρίων,,4151,Κάτω Πολεμίδια
Ανθεστηρίων,,4186,Ύψωνας
Ανθέων,,4041,Γερμασόγεια
Ανθέων,,4151,Κάτω Πολεμίδια
Ανθίμου Γαζή,,3077,Λεμεσός
Ανθίμου Γαζή,,4151,Κάτω Πολεμίδια
Ανθούλας Θεοφίλου,,3115,Λεμεσός
Ανθούλας Θεοφίλου,,4004,Μέσα Γειτονιά
Ανθρωπίνων Δικαιωμάτων,,3116,Λεμεσός
Άννας Μαρίας,,3071,Λεμεσός
Άννης Κομνηνής,,3067,Λεμεσός
Άννης Κομνηνής,,4194,Ύψωνας
Ανοικοδομήσεως,,4104,'Αγιος Αθανάσιος
Άνοιξης,,3110,Λεμεσός
Ανταίου,,3061,Λεμεσός
Ανταίου,,4107,'Αγιος Αθανάσιος
Άντη Φιλίτα,,3012,Λεμεσός
Άντη Φιλίτα,,4006,Μέσα Γειτονιά
Αντήνορος,,4040,Γερμασόγεια
Αντιγόνης,,3031,Λεμεσός
Αντιγόνης Βαλάκου,,4158,Κάτω Πολεμίδια
Αντιγόνης Μεταξά,,3077,Λεμεσός
Αντιγόνου,,4002,Μέσα Γειτονιά
Αντικυθήρων,,3048,Λεμεσός
Αντινάξου,,3046,Λεμεσός
Αντιόπης,,3083,Λεμεσός
Αντιόπης,,4150,Κάτω Πολεμίδια
Αντιοχείας,,4040,Γερμασόγεια
Αντιοχείας,,4181,Ύψωνας
Αντιόχου,,3060,Λεμεσός
Αντιπάξου,,3048,Λεμεσός
Αντιπάρου,,4049,Γερμασόγεια
Αντιπάτρου,,4002,Μέσα Γειτονιά
Αντισθένους,,3086,Λεμεσός
Αντιστράτηγου Ευάγγελου Φλωράκη,,3115,Λεμεσός
Αντιστράτηγου Ευάγγελου Φλωράκη,,4007,Μέσα Γειτονιά
Αντιστράτηγου Ευάγγελου Φλωράκη,,4105,'Αγιος Αθανάσιος
Αντιστράτηγου Ευάγγελου Φλωράκη,,4193,Ύψωνας
Αντιφωνητού,,3115,Λεμεσός
Αντιφωνητού,,4105,'Αγιος Αθανάσιος
Αντιφωνητού,,4193,Ύψωνας
Αντοχής,,3115,Λεμεσός
Αντώνη Αναστασιάδη,,4008,Μέσα Γειτονιά
Αντώνη Ανδρονίκου,,3011,Λεμεσός
Αντώνη Αντωνιάδη,,4045,Γερμασόγεια
Αντώνη 'Ελληνα,,4102,'Αγιος Αθανάσιος
Αντώνη Ιντιάνου,,3117,Λεμεσός
Αντώνη Ιωσηφάκη,,4100,'Αγιος Αθανάσιος
Αντώνη Κατσαντώνη,,4156,Κάτω Πολεμίδια
Αντώνη Κατσαντώνη Πάροδος,,4156,Κάτω Πολεμίδια
Αντώνη Κουδουνάρη,,3101,Λεμεσός
Αντώνη Λουκαΐδη,,3031,Λεμεσός
Αντώνη Σαμαράκη,,3120,Λεμεσός
Αντώνη Τσολάκη,,4106,'Αγιος Αθανάσιος
Αντωνίου Βασιλάκη,,4159,Κάτω Πολεμίδια
Αντωνίου Βρατσάνου,,4156,Κάτω Πολεμίδια
Αξιοθέας,,4102,'Αγιος Αθανάσιος
Αξιού,,3111,Λεμεσός
Αξιού,,4158,Κάτω Πολεμίδια
Απελλή,,3031,Λεμεσός
Απολλοδώρου,,3067,Λεμεσός
Απολλωνίας,,4004,Μέσα Γειτονιά
Απολλωνίας,,4045,Γερμασόγεια
Απόλλωνος,,3012,Λεμεσός
Απόλλωνος,,4105,'Αγιος Αθανάσιος
Απόλλωνος,,4180,Ύψωνας
Αποστόλου Ανδρέου,,4007,Μέσα Γειτονιά
Αποστόλου Βακαλοπούλου,,4152,Κάτω Πολεμίδια
Αποστόλου Βαρνάβα,,3065,Λεμεσός
Αποστόλου Βαρνάβα,,4105,'Αγιος Αθανάσιος
Αποστόλου Βαρνάβα,,4181,Ύψωνας
Αποστόλου Καλδάρα,,3120,Λεμεσός
Αποστόλου Καλδάρα,,4170,Κάτω Πολεμίδια
Αποστόλου Λουκά,,3050,Λεμεσός
Αποστόλου Λουκά,,4181,Ύψωνας
Αποστόλου Μάρκου,,4106,'Αγιος Αθανάσιος
Αποστόλου Μάρκου,,4188,Ύψωνας
Αποστόλου Παύλου,,3012,Λεμεσός
Αποστόλου Πέτρου,,4105,'Αγιος Αθανάσιος
Αποστόλων Πέτρου και Παύλου,,3085,Λεμεσός
Αποστόλων Πέτρου και Παύλου,,4181,Ύψωνας
Αραράτ,,4005,Μέσα Γειτονιά
Αραράτ,,4102,'Αγιος Αθανάσιος
Αράχωβας,,3096,Λεμεσός
Αργείων,,4046,Γερμασόγεια
Αργολίδος,,4007,Μέσα Γειτονιά
Αργολίδος,,4185,Ύψωνας
Αργοναυτών,,4185,Ύψωνας
Αργοστολίου,,3118,Λεμεσός
Άργους,,3056,Λεμεσός
Άργους,,4158,Κάτω Πολεμίδια
Άργους,,4189,Ύψωνας
Αργύρη Γαβαλά,,3112,Λεμεσός
Αργύρη Εφταλιώτη,,3085,Λεμεσός
Αργυροκάστρου,,3026,Λεμεσός
Αργυροκάστρου,,4194,Ύψωνας
Αργυρού Δρουσιώτη,,3041,Λεμεσός
Αρδάνων,,4100,'Αγιος Αθανάσιος
Αρείου Πάγου,,4042,Γερμασόγεια
Αρείου Πάγου,,4189,Ύψωνας
Αρετής,,4006,Μέσα Γειτονιά
Αρετής,,4104,'Αγιος Αθανάσιος
Αρετούσας,,3113,Λεμεσός
Άρεως,,3017,Λεμεσός
Άρεως,,4105,'Αγιος Αθανάσιος
Άρεως,,4193,Ύψωνας
Αριάδνης,,3086,Λεμεσός
Αριανού,,3116,Λεμεσός
Αρισταγόρου,,3115,Λεμεσός
Αριστάρχου,,3113,Λεμεσός
Αριστάρχου,,4153,Κάτω Πολεμίδια
Αριστείδη Χαραλάμπους,,3046,Λεμεσός
Αριστείδου,,3095,Λεμεσός
Αριστείδου,,4000,Μέσα Γειτονιά
Αριστίππου,,3060,Λεμεσός
Αριστίππου,,4170,Κάτω Πολεμίδια
Αριστοβούλου,,3085,Λεμεσός
Αριστογείτονος,,3016,Λεμεσός
Αριστοδήμου Πηλαβάκη,,3032,Λεμεσός
Αριστοκρίτου,,3056,Λεμεσός
Αριστοκύπρου,,3048,Λεμεσός
Αριστομένους,,3100,Λεμεσός
Αριστονίκης Ιωαννίδου,,3083,Λεμεσός
Αριστονίκου,,3012,Λεμεσός
Αριστοτέλη Βαλαωρίτη,"1 - 23, 2 - 26",3021,Λεμεσός
Αριστοτέλη Βαλαωρίτη,25 - τ.  28 - τ.,3020,Λεμεσός
Αριστοτέλη Βαλαωρίτη,"1 - 13, 2 - 24",4001,Μέσα Γειτονιά
Αριστοτέλη Βαλαωρίτη,15 - τ. 26 - τ.,4003,Μέσα Γειτονιά
Αριστοτέλη Βαλαωρίτη,,4041,Γερμασόγεια
Αριστοτέλη Βαλαωρίτη,,4156,Κάτω Πολεμίδια
Αριστοτέλη Βαλαωρίτη,,4194,Ύψωνας
Αριστοτέλη Παλαιολόγου,,3115,Λεμεσός
Αριστοτέλους,,3041,Λεμεσός
Αριστοτέλους,,4193,Ύψωνας
Άριστου Καμπάνη,,3052,Λεμεσός
Αριστοφάνους,,3031,Λεμεσός
Αριστοφάνους,,4001,Μέσα Γειτονιά
Αριστοφάνους,,4193,Ύψωνας
Αρίωνος,,3067,Λεμεσός
Αρκαδίας,,3070,Λεμεσός
Αρκαδίας,,4045,Γερμασόγεια
Αρκαδίας,,4182,Ύψωνας
Αρκαδίου,,3096,Λεμεσός
Αρκαδίου,,4003,Μέσα Γειτονιά
Αρκτικής,,3083,Λεμεσός
Άρκτου,,4106,'Αγιος Αθανάσιος
Αρμενίας,,3015,Λεμεσός
Αρμενίας,,4105,'Αγιος Αθανάσιος
Αρμοδίου,,3071,Λεμεσός
Αρμονίας,,3101,Λεμεσός
Αρμονίας,,4044,Γερμασόγεια
Αρμονίας,,4104,'Αγιος Αθανάσιος
Αρναούτ,,3017,Λεμεσός
Άρνης,,4040,Γερμασόγεια
Αροδάφνης,,3110,Λεμεσός
Αρσακείου,,4004,Μέσα Γειτονιά
Αρσινόης,,3021,Λεμεσός
Αρσινόης,,4182,Ύψωνας
Άρσους,,3115,Λεμεσός
Άρσους,,4043,Γερμασόγεια
Άρτας,,4041,Γερμασόγεια
Άρτας,,4150,Κάτω Πολεμίδια
Άρτας,,4184,Ύψωνας
Άρτας Πάροδος,,4150,Κάτω Πολεμίδια
Αρτέμιδος,,3012,Λεμεσός
Αρτέμιδος,,4043,Γερμασόγεια
Αρτέμιδος,,4102,'Αγιος Αθανάσιος
Αρτέμιδος,,4187,Ύψωνας
Αρτεμίου Φραγκέσκου,,3117,Λεμεσός
Αρτεμισίου,,3056,Λεμεσός
Αρχαγγέλου Μιχαήλ,,4006,Μέσα Γειτονιά
Αρχαγγέλου Μιχαήλ,,4188,Ύψωνας
Αρχαίων Σόλων,,4006,Μέσα Γειτονιά
Αρχελάου,,3087,Λεμεσός
Αρχιεπισκόπου Κυπριανού,,3036,Λεμεσός
Αρχιεπισκόπου Κυπριανού,,4002,Μέσα Γειτονιά
Αρχιεπισκόπου Λεοντίου Α',,4181,Ύψωνας
Αρχιεπισκόπου Λεοντίου Α' ,"1 - 169, 2 - 210",3022,Λεμεσός
Αρχιεπισκόπου Λεοντίου Α' ,171 - τ. 212 - τ.,3020,Λεμεσός
Αρχιεπισκόπου Μακαρίου B',,3050,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"1 - 15, 2 - 16",3060,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"17 - 25, 18 - 26",3061,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"27 - 67, 28 - 64",3065,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"66 - 82, 69 - 83",3067,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"84 - 102, 85 - 99",3020,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"101 - 151, 104 - 148",3021,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"150 - 164, 153 - 157",3026,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"159 - 171, 166 - 194",3027,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"173 - 215, 196 - 238",3030,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,217 - τ. 240 - τ.,3105,Λεμεσός
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"1 - 23, 2 - 26",4000,Μέσα Γειτονιά
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"25 - 113, 28 - 100",4003,Μέσα Γειτονιά
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,"102 - 120, 115 - 115",4004,Μέσα Γειτονιά
Αρχιεπισκόπου Μακαρίου Γ' Λεωφόρος,122 - τ. 117 - τ.,4007,Μέσα Γειτονιά
Αρχιεπισκόπου Μακαρίου Γ',1 - 85,4181,Ύψωνας
Αρχιεπισκόπου Μακαρίου Γ',2 - 36,4187,Ύψωνας
Αρχιεπισκόπου Μακαρίου Γ',38 - 58,4184,Ύψωνας
Αρχιεπισκόπου Μακαρίου Γ',60 - 120,4182,Ύψωνας
Αρχιεπισκόπου Μακαρίου Γ',87 - 111,4180,Ύψωνας
Αρχιεπισκόπου Μακαρίου Γ',113 - τ. 122 - τ.,4190,Ύψωνας
Αρχιεπισκόπου Σωφρονίου,,4044,Γερμασόγεια
Αρχιλόχου,,3091,Λεμεσός
Αρχιμήδους,,3031,Λεμεσός
Αρχιμήδους,,4002,Μέσα Γειτονιά
Αρχιμήδους,,4182,Ύψωνας
Ασίας,"1 - 9, 2 - 8",3050,Λεμεσός
Ασίας,10 - τ. 11 - τ.,3048,Λεμεσός
Ασκληπιού,"1 - 27, 2 - 26",3016,Λεμεσός
Ασκληπιού,28 - τ. 29 - τ.,3017,Λεμεσός
Ασκληπιού,,4044,Γερμασόγεια
Ασκληπιού,,4193,Ύψωνας
Ασπασίας,,3085,Λεμεσός
Ασπασίας,,4186,Ύψωνας
Ασπροπύργου,,3116,Λεμεσός
Άσσειας,,4190,Ύψωνας
Αστερισμών,,3011,Λεμεσός
Αστέρων,,4102,'Αγιος Αθανάσιος
Άστιγγος,,3016,Λεμεσός
Αστραπόγιαννου,,4102,'Αγιος Αθανάσιος
Αστροναυτών,,3011,Λεμεσός
Αστροναυτών,,4170,Κάτω Πολεμίδια
Αστροφεγγιάς,,4102,'Αγιος Αθανάσιος
Αστυπάλαιας,,3047,Λεμεσός
Αταλάντης,,3061,Λεμεσός
Αταλάντης,,4188,Ύψωνας
Ατλαντίδος,,4046,Γερμασόγεια
Ατλαντίδος,,4103,'Αγιος Αθανάσιος
Ατλαντίδος,,4188,Ύψωνας
Ατλαντικού,,3050,Λεμεσός
